"","name","category_code","code_type","raised_amount","funded_year","number_investors","id","investor_type","investor_name"
"13660","Bullhorn","enterprise","d",2.6e+07,"2008",5,"2","financial_org","elmrock-capital"
"13661","Bullhorn","enterprise","d",2.6e+07,"2008",5,"3","financial_org","ge-asset-management-incorporated"
"13662","Bullhorn","enterprise","d",2.6e+07,"2008",5,"4","financial_org","general-catalyst-partners"
"13663","Bullhorn","enterprise","c",1500000,"2006",2,"0","financial_org","general-electric-pension-trust"
"13664","Bullhorn","enterprise","c",1500000,"2006",2,"1","financial_org","charter-ventures"
"13665","CoreOptics","network_hosting","unattributed",2.5e+07,"2008",8,"0","financial_org","tvm-capital"
"13666","CoreOptics","network_hosting","unattributed",2.8e+07,"2006",6,"0","financial_org","gimv"
"13667","CoreOptics","network_hosting","unattributed",2.5e+07,"2008",8,"1","financial_org","crescendo-ventures"
"13668","CoreOptics","network_hosting","unattributed",2.8e+07,"2006",6,"1","financial_org","atila-venture"
"13669","CoreOptics","network_hosting","unattributed",2.5e+07,"2008",8,"2","financial_org","t-venture"
"13670","CoreOptics","network_hosting","unattributed",2.8e+07,"2006",6,"2","financial_org","crescendo-ventures"
"13671","CoreOptics","network_hosting","unattributed",2.5e+07,"2008",8,"3","financial_org","high-tech-private-equity"
"13672","CoreOptics","network_hosting","unattributed",2.8e+07,"2006",6,"3","financial_org","high-tech-private-equity"
"13673","CoreOptics","network_hosting","unattributed",2.5e+07,"2008",8,"4","financial_org","gimv"
"13674","CoreOptics","network_hosting","unattributed",2.8e+07,"2006",6,"4","financial_org","quest-for-growth"
"13675","CoreOptics","network_hosting","unattributed",2.5e+07,"2008",8,"5","financial_org","quest-for-growth"
"13676","CoreOptics","network_hosting","unattributed",2.8e+07,"2006",6,"5","financial_org","tvm-capital"
"13677","CoreOptics","network_hosting","unattributed",2.5e+07,"2008",8,"6","financial_org","atila-venture"
"13678","CoreOptics","network_hosting","unattributed",2.5e+07,"2008",8,"7","financial_org","quest-management-nv"
"13679","CoreOptics","network_hosting","b",21500000,"2002",0,"NA","NA","NA"
"13680","CoreOptics","network_hosting","c",1.5e+07,"2003",3,"0","financial_org","crescendo-ventures"
"13681","CoreOptics","network_hosting","c",1.5e+07,"2003",3,"1","financial_org","high-tech-private-equity"
"13682","CoreOptics","network_hosting","c",1.5e+07,"2003",3,"2","financial_org","atila-venture"
"13683","Linekong","games_video","b",2.5e+07,"2008",2,"0","financial_org","new-enterprise-associates"
"13684","Linekong","games_video","b",2.5e+07,"2008",2,"1","financial_org","northern-light-venture-capital"
"13685","Linekong","games_video","unattributed",1.5e+07,"2007",1,"0","financial_org","idg-ventures-china"
"13686","Panasas","network_hosting","e",2.5e+07,"2008",6,"0","financial_org","northgate-capital"
"13687","Panasas","network_hosting","e",2.5e+07,"2008",6,"1","financial_org","focus-ventures"
"13688","Panasas","network_hosting","e",2.5e+07,"2008",6,"2","financial_org","centennial-ventures"
"13689","Panasas","network_hosting","e",2.5e+07,"2008",6,"3","financial_org","itochu-corporation"
"13690","Panasas","network_hosting","e",2.5e+07,"2008",6,"4","financial_org","carlyle-group"
"13691","Panasas","network_hosting","e",2.5e+07,"2008",6,"5","financial_org","mohr-davidow-ventures"
"13692","Prime Sense","semiconductor","b",20400000,"2008",3,"0","financial_org","canaan-partners-3"
"13693","Prime Sense","semiconductor","b",20400000,"2008",3,"1","financial_org","gemini-israel-funds"
"13694","Prime Sense","semiconductor","b",20400000,"2008",3,"2","financial_org","genesis-partners"
"13695","Prime Sense","semiconductor","a",9e+06,"2006",2,"0","financial_org","gemini-israel-funds"
"13696","Prime Sense","semiconductor","a",9e+06,"2006",2,"1","financial_org","genesis-partners"
"13697","CubeTree","software","seed",325000,"2008",0,"1","1","1"
"13698","CubeTree","software","a",3175000,"2008",1,"2","2","2"
"13699","CubeTree","software","b",8e+06,"2009",2,"2","2","3"
"13700","CubeTree","software","b",8e+06,"2009",2,"3","2","2"
"13701","Servo Software","mobile","b",5250000,"2009",1,"0","financial_org","asset-management"
"13702","SPOC Medical","other","seed",3e+05,"2006",0,"1","1","1"
"13703","SPOC Medical","other","seed",5e+05,"2007",0,"1","1","1"
"13704","Square","mobile","a",1e+07,"2009",19,"0","financial_org","khosla-ventures"
"13705","Square","mobile","a",1e+07,"2009",19,"1","person","greg-yaitanes"
"13706","Square","mobile","a",1e+07,"2009",19,"10","person","zachary-bogue"
"13707","Square","mobile","a",1e+07,"2009",19,"11","person","andrew-rasiej"
"13708","Square","mobile","a",1e+07,"2009",19,"12","person","david-lee"
"13709","Square","mobile","a",1e+07,"2009",19,"13","person","esther-dyson"
"13710","Square","mobile","a",1e+07,"2009",19,"14","person","robin-chan"
"13711","Square","mobile","a",1e+07,"2009",19,"15","person","fritz-lanman"
"13712","Square","mobile","a",1e+07,"2009",19,"16","person","brian-pokorny"
"13713","Square","mobile","a",1e+07,"2009",19,"17","person","xavier-niel"
"13714","Square","mobile","a",1e+07,"2009",19,"18","person","jim-pitkow"
"13715","Square","mobile","a",1e+07,"2009",19,"2","person","marissa-mayer"
"13716","Square","mobile","a",1e+07,"2009",19,"3","person","dennis-crowley"
"13717","Square","mobile","a",1e+07,"2009",19,"4","person","kevin-rose"
"13718","Square","mobile","a",1e+07,"2009",19,"5","financial_org","first-round-capital"
"13719","Square","mobile","a",1e+07,"2009",19,"6","person","ron-conway"
"13720","Square","mobile","a",1e+07,"2009",19,"7","person","biz-stone"
"13721","Square","mobile","a",1e+07,"2009",19,"8","person","joshua-schachter"
"13722","Square","mobile","a",1e+07,"2009",19,"9","person","shawn-fanning"
"13723","Square","mobile","b",27500000,"2011",2,"0","financial_org","sequoia-capital"
"13724","Square","mobile","b",27500000,"2011",2,"1","company","visa"
"13725","Square","mobile","c",1e+08,"2011",2,"0","financial_org","kleiner-perkins-caufield-byers"
"13726","Square","mobile","c",3e+06,"2011",1,"0","person","richard-branson"
"13727","Square","mobile","c",1e+08,"2011",2,"1","financial_org","tiger-technology-global-management"
"13728","Fundgrazing","software","seed",150000,"2009",0,"1","1","1"
"13729","ColdLight Solutions","software","angel",1e+06,"1",1,"0","financial_org","ben-franklin-technology-partners-of-southeastern-pennsylvania"
"13730","Celtro","mobile","c",2e+07,"2008",6,"0","financial_org","rho-capital-ventures"
"13731","Celtro","mobile","c",2e+07,"2008",6,"1","financial_org","kreos-capital"
"13732","Celtro","mobile","c",2e+07,"2008",6,"2","financial_org","genesis-partners"
"13733","Celtro","mobile","c",2e+07,"2008",6,"3","financial_org","momentum-venture-management"
"13734","Celtro","mobile","c",2e+07,"2008",6,"4","financial_org","cedar-fund"
"13735","Celtro","mobile","c",2e+07,"2008",6,"5","company","eci-telecom"
"13736","Celtro","mobile","unattributed",7e+06,"2006",4,"0","company","eci-telecom"
"13737","Celtro","mobile","unattributed",7e+06,"2006",4,"1","financial_org","genesis-partners"
"13738","Celtro","mobile","unattributed",7e+06,"2006",4,"2","financial_org","cedar-fund"
"13739","Celtro","mobile","unattributed",7e+06,"2006",4,"3","financial_org","momentum-venture-management"
"13740","EverSpin Technologies","other","a",2e+07,"2008",5,"0","financial_org","epic-ventures"
"13741","EverSpin Technologies","other","a",2e+07,"2008",5,"1","financial_org","lux-capital"
"13742","EverSpin Technologies","other","a",2e+07,"2008",5,"2","financial_org","draper-fisher-jurvetson"
"13743","EverSpin Technologies","other","a",2e+07,"2008",5,"3","financial_org","sigma-partners"
"13744","EverSpin Technologies","other","a",2e+07,"2008",5,"4","financial_org","new-venture-partners"
"13745","EverSpin Technologies","other","unattributed",1770492,"2012",1,"0","financial_org","draper-fisher-jurvetson"
"13746","Fotomoto","software","seed",3e+05,"2008",2,"0","financial_org","amidzad-partners"
"13747","Fotomoto","software","seed",3e+05,"2008",2,"1","financial_org","draper-fisher-jurvetson"
"13748","Fotomoto","software","unattributed",322922,"2009",3,"0","financial_org","draper-fisher-jurvetson"
"13749","Fotomoto","software","unattributed",322922,"2009",3,"1","person","mehdi-maghsoodnia"
"13750","Fotomoto","software","unattributed",322922,"2009",3,"2","person","shervin-pishevar"
"13751","Fotomoto","software","a",1200000,"2011",1,"0","financial_org","adams-capital-management"
"13752","SkyFuel","cleantech","b",1.7e+07,"2008",1,"0","financial_org","leaf-clean-energy-company"
"13753","Matisse Networks","network_hosting","b",7500000,"2006",3,"0","financial_org","walden-international"
"13754","Matisse Networks","network_hosting","b",7500000,"2006",3,"1","financial_org","menlo-ventures"
"13755","Matisse Networks","network_hosting","b",7500000,"2006",3,"2","financial_org","woodside-fund"
"13756","Arieso","mobile","unattributed",2210000,"2010",4,"0","financial_org","carbon-trust"
"13757","Arieso","mobile","unattributed",2210000,"2010",4,"1","financial_org","oxford-capital-partners"
"13758","Arieso","mobile","unattributed",2210000,"2010",4,"2","financial_org","add-partners"
"13759","Arieso","mobile","unattributed",2210000,"2010",4,"3","financial_org","qualcomm-ventures"
"13760","UPSIDO.com","software","angel",320000,"2008",0,"1","1","1"
"13761","Plimus","ecommerce","a",1.8e+07,"2008",1,"0","financial_org","susquehanna"
"13762","MedCity News","public_relations","seed",60000,"2008",2,"0","financial_org","hatch"
"13763","MedCity News","public_relations","seed",60000,"2008",2,"1","financial_org","civic-innovation-lab"
"13764","MedCity News","public_relations","unattributed",250000,"2010",1,"0","financial_org","jumpstartup-venture-fund"
"13765","Front Stream Payments","enterprise","a",1.6e+07,"2008",4,"0","financial_org","ssm-partners"
"13766","Front Stream Payments","enterprise","a",1.6e+07,"2008",4,"1","financial_org","noro-moseley-partners"
"13767","Front Stream Payments","enterprise","a",1.6e+07,"2008",4,"2","financial_org","wakefield-group"
"13768","Front Stream Payments","enterprise","a",1.6e+07,"2008",4,"3","financial_org","southpoint-capital-advisors"
"13769","DiVitas Networks","mobile","unattributed",1.5e+07,"2008",4,"0","financial_org","menlo-ventures"
"13770","DiVitas Networks","mobile","unattributed",430000,"2010",3,"0","financial_org","svb-capital-3"
"13771","DiVitas Networks","mobile","unattributed",1.5e+07,"2008",4,"1","financial_org","svb-financial-group"
"13772","DiVitas Networks","mobile","unattributed",430000,"2010",3,"1","financial_org","menlo-ventures"
"13773","DiVitas Networks","mobile","unattributed",1.5e+07,"2008",4,"2","financial_org","ws-investments"
"13774","DiVitas Networks","mobile","unattributed",430000,"2010",3,"2","financial_org","clearstone-venture-partners"
"13775","DiVitas Networks","mobile","unattributed",1.5e+07,"2008",4,"3","financial_org","clearstone-venture-partners"
"13776","DiVitas Networks","mobile","b",1.5e+07,"2006",2,"0","financial_org","clearstone-venture-partners"
"13777","DiVitas Networks","mobile","b",1.5e+07,"2006",2,"1","financial_org","menlo-ventures"
"13778","DiVitas Networks","mobile","a",8e+06,"2006",2,"0","financial_org","clearstone-venture-partners"
"13779","DiVitas Networks","mobile","a",8e+06,"2006",2,"1","financial_org","lighthouse-capital-partners"
"13780","DealitLive.com","web","seed",3e+05,"2009",0,"1","1","1"
"13781","dermSearch","search","seed",20000,"2008",0,"1","1","1"
"13782","RedBrick Health","other","c",1.5e+07,"2009",4,"0","financial_org","kleiner-perkins-caufield-byers"
"13783","RedBrick Health","other","c",1.5e+07,"2009",4,"1","financial_org","highland-capital-partners"
"13784","RedBrick Health","other","c",1.5e+07,"2009",4,"2","financial_org","versant-ventures"
"13785","RedBrick Health","other","c",1.5e+07,"2009",4,"3","financial_org","fidelity-ventures"
"13786","BehavioSec","software","seed",4e+05,"2008",2,"0","financial_org","lunova"
"13787","BehavioSec","software","seed",4e+05,"2008",2,"1","financial_org","pnf-venture-capital"
"13788","BehavioSec","software","unattributed",1e+06,"2011",6,"0","financial_org","conor-venture-partners"
"13789","BehavioSec","software","unattributed",1e+06,"2011",6,"1","financial_org","partnerinvest-norr"
"13790","BehavioSec","software","unattributed",1e+06,"2011",6,"2","financial_org","innovationsbron-vst-startup-ab"
"13791","BehavioSec","software","unattributed",1e+06,"2011",6,"3","financial_org","lunova"
"13792","BehavioSec","software","unattributed",1e+06,"2011",6,"4","financial_org","pnf-venture-capital"
"13793","BehavioSec","software","unattributed",1e+06,"2011",6,"5","financial_org","norrlandsfonden"
"13794","VFM Leonardo","advertising","unattributed",12820000,"2008",3,"0","financial_org","centiva-capital"
"13795","VFM Leonardo","advertising","unattributed",6e+05,"2007",1,"0","financial_org","trinorth-capital"
"13796","VFM Leonardo","advertising","unattributed",12820000,"2008",3,"1","financial_org","lake-capital"
"13797","VFM Leonardo","advertising","unattributed",12820000,"2008",3,"2","financial_org","jla-ventures"
"13798","MoMinis","games_video","a",1500000,"2009",1,"0","financial_org","brm-capital"
"13799","MoMinis","games_video","a",3e+06,"2010",1,"0","financial_org","mitsui-ventures"
"13800","MoMinis","games_video","seed",4e+05,"2008",0,"NA","NA","NA"
"13801","MoMinis","games_video","b",4500000,"2012",2,"0","financial_org","brm-capital"
"13802","MoMinis","games_video","b",4500000,"2012",2,"1","financial_org","mitsui-ventures"
"13803","ClickFox","software","unattributed",12500000,"2008",4,"0","financial_org","ascent-venture-partners"
"13804","ClickFox","software","unattributed",12500000,"2008",4,"1","financial_org","delta-ventures"
"13805","ClickFox","software","unattributed",12500000,"2008",4,"2","financial_org","cedar-fund"
"13806","ClickFox","software","unattributed",12500000,"2008",4,"3","financial_org","veritas-venture-partners"
"13807","ClickFox","software","c",17892602,"2010",5,"0","financial_org","ascent-venture-partners"
"13808","ClickFox","software","c",17892602,"2010",5,"1","financial_org","delta-ventures"
"13809","ClickFox","software","c",17892602,"2010",5,"2","financial_org","veritas-venture-partners"
"13810","ClickFox","software","c",17892602,"2010",5,"3","financial_org","cedar-fund"
"13811","ClickFox","software","c",17892602,"2010",5,"4","financial_org","morgan-stanley-alternative-investment-partners"
"13812","Eglue Business Technologies","software","unattributed",1.2e+07,"2008",4,"0","financial_org","argonaut-ventures"
"13813","Eglue Business Technologies","software","unattributed",1.2e+07,"2008",4,"1","financial_org","giza-venture-capital"
"13814","Eglue Business Technologies","software","unattributed",1.2e+07,"2008",4,"2","financial_org","cedar-fund"
"13815","Eglue Business Technologies","software","unattributed",1.2e+07,"2008",4,"3","financial_org","evergreen-venture-partners"
"13816","Eglue Business Technologies","software","b",1e+07,"2006",3,"0","financial_org","giza-venture-capital"
"13817","Eglue Business Technologies","software","b",1e+07,"2006",3,"1","financial_org","cedar-fund"
"13818","Eglue Business Technologies","software","b",1e+07,"2006",3,"2","financial_org","evergreen-venture-partners"
"13819","Corvil","software","unattributed",1.2e+07,"2008",3,"0","financial_org","apax-partners"
"13820","Corvil","software","unattributed",1.2e+07,"2008",3,"1","financial_org","act-venture-capital"
"13821","Corvil","software","unattributed",1.2e+07,"2008",3,"2","financial_org","vesbridge-partners"
"13822","Corvil","software","c",19480000,"2005",3,"0","financial_org","cisco-systems"
"13823","Corvil","software","c",19480000,"2005",3,"1","financial_org","apax-partners"
"13824","Corvil","software","c",19480000,"2005",3,"2","financial_org","act-venture-capital"
"13825","VKernel Corporation","software","b",7e+06,"2009",3,"0","financial_org","longworth-venture-partners"
"13826","VKernel Corporation","software","b",7e+06,"2009",3,"1","financial_org","hummer-winblad-venture-partners"
"13827","VKernel Corporation","software","b",7e+06,"2009",3,"2","financial_org","polaris-venture-partners"
"13828","Host Analytics","enterprise","b",8650000,"2009",0,"1","1","1"
"13829","Host Analytics","enterprise","c",1.5e+07,"2010",4,"2","2","2"
"13830","Host Analytics","enterprise","c",1.5e+07,"2010",4,"3","2","3"
"13831","Host Analytics","enterprise","c",1.5e+07,"2010",4,"4","2","4"
"13832","Host Analytics","enterprise","c",1.5e+07,"2010",4,"5","2","5"
"13833","Shareaholic","web","angel",355000,"2009",8,"0","person","brian-shin"
"13834","Shareaholic","web","angel",355000,"2009",8,"1","person","dharmesh-shah"
"13835","Shareaholic","web","angel",355000,"2009",8,"2","person","david-cancel"
"13836","Shareaholic","web","angel",355000,"2009",8,"3","person","brian-balfour"
"13837","Shareaholic","web","angel",355000,"2009",8,"4","person","eric-dobkin"
"13838","Shareaholic","web","angel",355000,"2009",8,"5","person","andy-payne-2"
"13839","Shareaholic","web","angel",355000,"2009",8,"6","person","edward-roberts"
"13840","Shareaholic","web","angel",355000,"2009",8,"7","financial_org","nextview-ventures"
"13841","Shareaholic","web","seed",2100000,"2011",10,"0","financial_org","500-startups"
"13842","Shareaholic","web","seed",2100000,"2011",10,"1","person","roy-rodenstein"
"13843","Shareaholic","web","seed",2100000,"2011",10,"2","financial_org","general-catalyst-partners"
"13844","Shareaholic","web","seed",2100000,"2011",10,"3","financial_org","nextview-ventures"
"13845","Shareaholic","web","seed",2100000,"2011",10,"4","person","eric-dobkin-2"
"13846","Shareaholic","web","seed",2100000,"2011",10,"5","financial_org","boston-seed-capital"
"13847","Shareaholic","web","seed",2100000,"2011",10,"6","person","jarrod-yuster"
"13848","Shareaholic","web","seed",2100000,"2011",10,"7","person","stephano-kim-2"
"13849","Shareaholic","web","seed",2100000,"2011",10,"8","person","jonathan-kraft-2"
"13850","Shareaholic","web","seed",2100000,"2011",10,"9","person","ed-roberts"
"13851","Uplogix","network_hosting","c",1e+07,"2008",3,"0","financial_org","fayez-sarofim-co"
"13852","Uplogix","network_hosting","c",1e+07,"2008",3,"1","financial_org","citigroup"
"13853","Uplogix","network_hosting","c",1e+07,"2008",3,"2","financial_org","adams-capital-management"
"13854","Uplogix","network_hosting","unattributed",4500000,"2009",0,"NA","NA","NA"
"13855","Uplogix","network_hosting","b",7e+06,"2006",2,"0","financial_org","adams-capital-management"
"13856","Uplogix","network_hosting","b",7e+06,"2006",2,"1","financial_org","fayez-sarofim-co"
"13857","Mobidia Technology","software","unattributed",9350000,"2008",2,"0","financial_org","b-c-advantage-funds"
"13858","Mobidia Technology","software","unattributed",410000,"2005",1,"0","financial_org","discovery-capital"
"13859","Mobidia Technology","software","unattributed",406000,"2005",1,"0","financial_org","discovery-capital"
"13860","Mobidia Technology","software","unattributed",9350000,"2008",2,"1","financial_org","discovery-capital"
"13861","Mobidia Technology","software","unattributed",190000,"2009",0,"NA","NA","NA"
"13862","Mobidia Technology","software","a",5980000,"2005",3,"0","financial_org","discovery-capital"
"13863","Mobidia Technology","software","a",5980000,"2005",3,"1","financial_org","bdc-venture-capital-2"
"13864","Mobidia Technology","software","a",5980000,"2005",3,"2","financial_org","b-c-advantage-funds"
"13865","Helpful Technologies","cleantech","seed",5e+05,"2008",0,"1","1","1"
"13866","Helpful Technologies","cleantech","unattributed",9383656,"2010",0,"1","1","1"
"13867","Helpful Technologies","cleantech","unattributed",11025000,"2010",0,"1","1","1"
"13868","Helpful Technologies","cleantech","unattributed",6702350,"2010",0,"1","1","1"
"13869","HauteLook","ecommerce","b",1e+07,"2009",2,"0","financial_org","insight-venture-partners"
"13870","HauteLook","ecommerce","b",1e+07,"2009",2,"1","person","matt-coffin"
"13871","HauteLook","ecommerce","c",3.1e+07,"2010",1,"0","financial_org","insight-venture-partners"
"13872","Siklu","mobile","a",1.2e+07,"2008",4,"0","financial_org","draper-fisher-jurvetson"
"13873","Siklu","mobile","a",1.2e+07,"2008",4,"1","financial_org","evergreen-venture-partners"
"13874","Siklu","mobile","a",1.2e+07,"2008",4,"2","financial_org","dfj-tamir-fishman-ventures"
"13875","Siklu","mobile","a",1.2e+07,"2008",4,"3","financial_org","argonaut-partners"
"13876","Siklu","mobile","b",1.9e+07,"2011",2,"0","financial_org","amiti-ventures"
"13877","Siklu","mobile","b",1.9e+07,"2011",2,"1","company","qualcomm"
"13878","Glympse","mobile","b",7500000,"2011",2,"0","financial_org","menlo-ventures"
"13879","Glympse","mobile","b",7500000,"2011",2,"1","financial_org","ignition-partners"
"13880","SpinalMotion","biotech","c",5e+05,"2009",4,"0","financial_org","skyline-ventures"
"13881","SpinalMotion","biotech","c",5e+05,"2009",4,"1","financial_org","medventures-associates"
"13882","SpinalMotion","biotech","c",5e+05,"2009",4,"2","financial_org","thomas-weisel-venture-partners"
"13883","SpinalMotion","biotech","c",5e+05,"2009",4,"3","financial_org","three-arch-partners"
"13884","Persystent Technologies","software","c",11600000,"2008",5,"0","financial_org","valhalla-partners"
"13885","Persystent Technologies","software","c",11600000,"2008",5,"1","financial_org","abs-ventures"
"13886","Persystent Technologies","software","c",11600000,"2008",5,"2","financial_org","inflexion-partners"
"13887","Persystent Technologies","software","c",11600000,"2008",5,"3","financial_org","village-ventures"
"13888","Persystent Technologies","software","c",11600000,"2008",5,"4","financial_org","tall-oaks-capital-partners"
"13889","Persystent Technologies","software","d",2860663,"2009",0,"NA","NA","NA"
"13890","Persystent Technologies","software","b",7e+06,"2005",4,"0","financial_org","valhalla-partners"
"13891","Persystent Technologies","software","b",7e+06,"2005",4,"1","financial_org","village-ventures"
"13892","Persystent Technologies","software","b",7e+06,"2005",4,"2","financial_org","inflexion-partners"
"13893","Persystent Technologies","software","b",7e+06,"2005",4,"3","financial_org","tall-oaks-capital-partners"
"13894","MergeOptics","public_relations","d",8260000,"2008",4,"0","financial_org","earlybird-venture-capital"
"13895","MergeOptics","public_relations","d",8260000,"2008",4,"1","financial_org","lucrum-ag"
"13896","MergeOptics","public_relations","d",8260000,"2008",4,"2","financial_org","deutsche-venture-capital"
"13897","MergeOptics","public_relations","d",8260000,"2008",4,"3","financial_org","target-partners"
"13898","Qosmos","software","c",10850000,"2008",3,"0","financial_org","sofinnova-partners"
"13899","Qosmos","software","c",10850000,"2008",3,"1","financial_org","alven-capital"
"13900","Qosmos","software","c",10850000,"2008",3,"2","company","gfk-aktiengesellshaft"
"13901","Qosmos","software","b",3200000,"2006",1,"0","financial_org","sofinnova-partners"
"13902","Qosmos","software","d",28500000,"2011",3,"0","financial_org","alven-capital"
"13903","Qosmos","software","d",28500000,"2011",3,"1","financial_org","dfj-esprit"
"13904","Qosmos","software","d",28500000,"2011",3,"2","financial_org","fsi"
"13905","Sand 9","mobile","a",8e+06,"2008",3,"0","financial_org","flybridge-capital"
"13906","Sand 9","mobile","a",8e+06,"2008",3,"1","financial_org","general-catalyst-partners"
"13907","Sand 9","mobile","a",8e+06,"2008",3,"2","financial_org","khosla-ventures"
"13908","Sand 9","mobile","b",1.2e+07,"2010",4,"0","financial_org","commonwealth-capital-ventures"
"13909","Sand 9","mobile","b",1.2e+07,"2010",4,"1","financial_org","general-catalyst-partners"
"13910","Sand 9","mobile","b",1.2e+07,"2010",4,"2","financial_org","flybridge-capital"
"13911","Sand 9","mobile","b",1.2e+07,"2010",4,"3","financial_org","khosla-ventures"
"13912","Sand 9","mobile","unattributed",3e+06,"2011",0,"NA","NA","NA"
"13913","Sand 9","mobile","c",2.3e+07,"2012",6,"0","financial_org","commonwealth-capital-ventures"
"13914","Sand 9","mobile","c",2.3e+07,"2012",6,"1","financial_org","flybridge-capital"
"13915","Sand 9","mobile","c",2.3e+07,"2012",6,"2","financial_org","general-catalyst-partners"
"13916","Sand 9","mobile","c",2.3e+07,"2012",6,"3","financial_org","khosla-ventures"
"13917","Sand 9","mobile","c",2.3e+07,"2012",6,"4","financial_org","intel-capital"
"13918","Sand 9","mobile","c",2.3e+07,"2012",6,"5","financial_org","vulcan-capital"
"13919","SmallRivers","web","angel",1e+06,"2008",0,"1","1","1"
"13920","SmallRivers","web","angel",0,"2010",4,"2","2","2"
"13921","SmallRivers","web","angel",0,"2010",4,"3","2","3"
"13922","SmallRivers","web","angel",0,"2010",4,"4","2","4"
"13923","SmallRivers","web","angel",0,"2010",4,"5","3","5"
"13924","SmallRivers","web","a",2100000,"2011",3,"2","2","6"
"13925","SmallRivers","web","a",2100000,"2011",3,"3","2","7"
"13926","SmallRivers","web","a",2100000,"2011",3,"4","2","8"
"13927","Tipstar","ecommerce","seed",150000,"2009",0,"1","1","1"
"13928","Maxscend Technologies","semiconductor","b",8e+06,"2008",2,"0","financial_org","sequoia-capital"
"13929","Maxscend Technologies","semiconductor","b",8e+06,"2008",2,"1","financial_org","infotech-ventures"
"13930","Maxscend Technologies","semiconductor","a",4e+06,"2006",1,"0","financial_org","sequoia-capital"
"13931","Playfire","games_video","a",2100000,"2009",0,"1","1","1"
"13932","Miyowa","mobile","b",7870000,"2008",2,"0","financial_org","credit-agricole-private-equity"
"13933","Miyowa","mobile","b",7870000,"2008",2,"1","financial_org","techfund"
"13934","Miyowa","mobile","a",3e+06,"2006",2,"0","financial_org","techfund"
"13935","Miyowa","mobile","a",3e+06,"2006",2,"1","financial_org","sophia-eurolab"
"13936","QD Vision","hardware","b",9e+06,"2008",3,"0","financial_org","highland-capital-partners"
"13937","QD Vision","hardware","b",9e+06,"2008",3,"1","financial_org","in-q-tel"
"13938","QD Vision","hardware","b",9e+06,"2008",3,"2","financial_org","north-bridge-venture-partners"
"13939","QD Vision","hardware","c",1e+07,"2009",2,"0","financial_org","north-bridge-venture-partners"
"13940","QD Vision","hardware","c",1e+07,"2009",2,"1","financial_org","highland-capital-partners"
"13941","QD Vision","hardware","unattributed",3e+06,"2010",1,"0","financial_org","dte-energy-ventures"
"13942","QD Vision","hardware","a",6e+06,"2005",3,"0","financial_org","highland-capital-partners"
"13943","QD Vision","hardware","a",6e+06,"2005",3,"1","financial_org","north-bridge-venture-partners"
"13944","QD Vision","hardware","a",6e+06,"2005",3,"2","financial_org","open-innovation-ventures"
"13945","QD Vision","hardware","d",2.2e+07,"2011",7,"0","financial_org","passport-capital"
"13946","QD Vision","hardware","d",2.2e+07,"2011",7,"1","financial_org","novus-ventures"
"13947","QD Vision","hardware","d",2.2e+07,"2011",7,"2","financial_org","capricorn-investment-group"
"13948","QD Vision","hardware","d",2.2e+07,"2011",7,"3","financial_org","north-bridge-venture-partners"
"13949","QD Vision","hardware","d",2.2e+07,"2011",7,"4","financial_org","highland-capital-partners"
"13950","QD Vision","hardware","d",2.2e+07,"2011",7,"5","financial_org","in-q-tel"
"13951","QD Vision","hardware","d",2.2e+07,"2011",7,"6","financial_org","dte-energy-ventures"
"13952","SensorLogic","public_relations","c",9e+06,"2008",6,"0","financial_org","sevin-rosen-funds"
"13953","SensorLogic","public_relations","c",9e+06,"2008",6,"1","financial_org","ups-strategic-enterprise-fund"
"13954","SensorLogic","public_relations","c",9e+06,"2008",6,"2","financial_org","boston-millennia-partners"
"13955","SensorLogic","public_relations","c",9e+06,"2008",6,"3","financial_org","startech-early-ventures"
"13956","SensorLogic","public_relations","c",9e+06,"2008",6,"4","financial_org","hunt-ventures"
"13957","SensorLogic","public_relations","c",9e+06,"2008",6,"5","financial_org","star-ventures"
"13958","SensorLogic","public_relations","b",5e+06,"2007",6,"0","financial_org","boston-millennia-partners"
"13959","SensorLogic","public_relations","b",5e+06,"2007",6,"1","financial_org","sevin-rosen-funds"
"13960","SensorLogic","public_relations","b",5e+06,"2007",6,"2","financial_org","startech-early-ventures"
"13961","SensorLogic","public_relations","b",5e+06,"2007",6,"3","financial_org","ups-strategic-enterprise-fund"
"13962","SensorLogic","public_relations","b",5e+06,"2007",6,"4","financial_org","star-ventures"
"13963","SensorLogic","public_relations","b",5e+06,"2007",6,"5","financial_org","hunt-ventures"
"13964","SensorLogic","public_relations","unattributed",5e+06,"2010",4,"0","financial_org","sevin-rosen-funds"
"13965","SensorLogic","public_relations","unattributed",5e+06,"2010",4,"1","financial_org","boston-millennia-partners"
"13966","SensorLogic","public_relations","unattributed",5e+06,"2010",4,"2","financial_org","ups-strategic-enterprise-fund"
"13967","SensorLogic","public_relations","unattributed",5e+06,"2010",4,"3","financial_org","hunt-ventures"
"13968","Razorsight","software","unattributed",9e+06,"2008",1,"0","financial_org","sierra-ventures"
"13969","Razorsight","software","a",1e+07,"2006",1,"0","financial_org","sierra-ventures"
"13970","Razorsight","software","b",1.2e+07,"2011",2,"0","financial_org","square-1-bank"
"13971","Razorsight","software","b",1.2e+07,"2011",2,"1","financial_org","georgian-partners"
"13972","DP7 Digital","software","seed",1e+05,"2009",0,"1","1","1"
